Container,Blob,Metadata
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=11/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=12/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=13/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=14/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=15/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=16/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=17/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=18/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=19/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=20/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=21/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=22/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=23/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=00/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=01/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=02/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=03/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=04/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=05/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=06/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=07/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=08/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=09/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=10/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=11/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=12/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=13/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=14/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=15/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=16/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=17/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=18/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=19/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=20/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=21/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=22/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=23/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=00/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=01/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=02/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=03/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=04/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=05/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=06/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=07/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=08/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=09/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=10/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=11/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=12/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=13/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=14/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=15/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=16/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=17/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=18/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=19/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=20/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=21/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=22/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=21/h=23/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=00/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=01/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=02/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=03/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=04/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=05/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=06/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=07/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=08/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=09/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=10/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=11/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=12/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=13/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=14/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=15/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=16/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=17/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=18/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=19/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=20/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=21/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=22/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=22/h=23/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=00/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=01/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=02/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=03/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=04/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=05/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=06/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=07/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=08/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=09/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=10/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=11/m=00/PT1H.json,{}
insights-logs-storagewrite,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=23/h=12/m=00/PT1H.json,{}
